ID	cluster	dist_rf	dist_spr	PP	sqrt(PP)	sqrt_size	log_size	uniq_id
0	1	0	0	0.0199492	0.141241636920562	0.141242	-1.70007	5
1	1	2	1	0.0199468	0.141233140586762	0.141233	-1.70013	40
2	2	6	3	0.0199436	0.141221811346548	0.141222	-1.7002	95
3	2	6	3	0.0199161	0.1411244131963	0.141124	-1.7008	60
4	2	6	2	0.0199051	0.141085435109369	0.141085	-1.70104	53
5	2	4	2	0.0198985	0.14106204308743	0.141062	-1.70118	25
6	2	6	3	0.0198984	0.141061688633023	0.141062	-1.70118	46
7	2	6	2	0.0198917	0.141037938158497	0.141038	-1.70133	18
8	1	2	1	0.0198852	0.141014892830509	0.141015	-1.70147	4
9	3	6	2	0.0198848	0.141013474533464	0.141013	-1.70148	11
10	4	4	2	0.0198733	0.140972692391115	0.140973	-1.70173	70
11	5	4	2	0.0198728	0.140970918986861	0.140971	-1.70174	39
12	2	6	2	0.0198721	0.140968436183424	0.140968	-1.70176	67
13	1	2	1	0.0198715	0.140966308031387	0.140966	-1.70177	75
14	4	4	2	0.019863	0.140936155758556	0.140936	-1.70196	35
15	2	6	2	0.0198583	0.140919480555387	0.140919	-1.70206	81
16	2	6	2	0.0198582	0.140919125742392	0.140919	-1.70206	102
17	3	4	2	0.0198579	0.140918061298047	0.140918	-1.70207	32
18	1	2	1	0.0198574	0.14091628720627	0.140916	-1.70208	0
19	2	4	2	0.0198321	0.14082648898556	0.140826	-1.70263	74
20	2	6	3	0.0197888	0.140672669698133	0.140673	-1.70358	88
21	4	6	2	0.00697072	0.0834908378206854	0.0834908	-2.15672	98
22	1	6	1	0.00696064	0.0834304500766956	0.0834305	-2.15735	7
23	2	6	2	0.00695778	0.0834133082907038	0.0834133	-2.15753	43
24	1	4	1	0.00695614	0.0834034771457402	0.0834035	-2.15763	28
25	3	6	2	0.00695176	0.0833772151130032	0.0833772	-2.15791	29
26	5	6	2	0.00695156	0.0833760157359417	0.083376	-2.15792	56
27	6	6	2	0.00694954	0.0833639010603511	0.0833639	-2.15804	100
28	2	6	3	0.00694762	0.0833523844889875	0.0833524	-2.15816	47
29	7	6	2	0.00694716	0.0833496250741418	0.0833496	-2.15819	50
30	2	6	2	0.00694664	0.083346505625611	0.0833465	-2.15823	87
31	2	6	2	0.00694634	0.0833447058906563	0.0833447	-2.15824	92
32	3	6	2	0.00694598	0.0833425461574099	0.0833425	-2.15827	8
33	8	6	2	0.00694498	0.083336546604716	0.0833365	-2.15833	45
34	1	4	1	0.0069434	0.0833270664310223	0.0833271	-2.15843	27
35	4	6	2	0.0069432	0.08332586633213	0.0833259	-2.15844	49
36	1	4	1	0.00694306	0.0833250262526211	0.083325	-2.15845	76
37	5	4	2	0.00694288	0.0833239461379501	0.0833239	-2.15846	38
38	4	6	2	0.00694266	0.083322625978782	0.0833226	-2.15847	84
39	7	6	2	0.00694154	0.0833159048441533	0.0833159	-2.15854	85
40	1	6	1	0.00694142	0.0833151846904272	0.0833152	-2.15855	103
41	1	4	1	0.00694106	0.0833130241918993	0.083313	-2.15857	21
42	7	6	2	0.0069403	0.0833084629554525	0.0833085	-2.15862	17
43	3	6	2	0.00694026	0.0833082228834585	0.0833082	-2.15862	59
44	4	4	2	0.00693948	0.0833035413412899	0.0833035	-2.15867	33
45	1	6	1	0.00693936	0.0833028210806813	0.0833028	-2.15868	14
46	3	6	2	0.00693936	0.0833028210806813	0.0833028	-2.15868	19
47	1	6	1	0.00693902	0.0833007803084701	0.0833008	-2.1587	55
48	4	6	2	0.00693894	0.0833003001195074	0.0833003	-2.15871	104
49	1	4	1	0.00693834	0.0832966986140507	0.0832967	-2.15874	31
50	5	6	2	0.006937	0.0832886546895794	0.0832887	-2.15883	51
51	3	6	2	0.00693616	0.0832836118333013	0.0832836	-2.15888	16
52	4	6	2	0.00693578	0.0832813304408617	0.0832813	-2.1589	82
53	4	6	2	0.00693554	0.0832798895292255	0.0832799	-2.15892	99
54	1	4	1	0.00693526	0.0832782084341396	0.0832782	-2.15894	34
55	4	6	2	0.0069352	0.0832778481950633	0.0832778	-2.15894	63
56	1	4	1	0.00693516	0.0832776080348133	0.0832776	-2.15894	24
57	6	6	2	0.0069351	0.0832772477931397	0.0832772	-2.15895	79
58	2	6	2	0.00693478	0.083275326477895	0.0832753	-2.15897	94
59	7	6	2	0.00693442	0.0832731649452571	0.0832732	-2.15899	52
60	3	6	2	0.00693418	0.0832717238923273	0.0832717	-2.159	9
61	7	6	2	0.006934	0.0832706430862642	0.0832706	-2.15902	64
62	2	6	2	0.00693394	0.0832702828144591	0.0832703	-2.15902	86
63	1	4	1	0.00693328	0.0832663197217218	0.0832663	-2.15906	1
64	2	6	2	0.0069332	0.083265839334027	0.0832658	-2.15907	93
65	1	4	1	0.00693246	0.083261395616456	0.0832614	-2.15911	2
66	2	6	2	0.0069324	0.083261035304637	0.083261	-2.15912	97
67	2	6	2	0.00693186	0.0832577924280965	0.0832578	-2.15915	91
68	2	6	2	0.0069318	0.083257432100684	0.0832574	-2.15915	101
69	3	6	2	0.0069311	0.0832532281656393	0.0832532	-2.1592	10
70	8	6	2	0.00693106	0.0832529879343679	0.083253	-2.1592	62
71	3	6	3	0.00693054	0.0832498648647552	0.0832499	-2.15923	61
72	5	4	2	0.00693036	0.0832487837748997	0.0832488	-2.15924	36
73	1	2	1	0.00693026	0.083248183163358	0.0832482	-2.15925	6
74	1	6	1	0.00692998	0.083246501427988	0.0832465	-2.15927	83
75	1	2	1	0.00692996	0.0832463813027329	0.0832464	-2.15927	3
76	4	6	2	0.00692982	0.083245540421094	0.0832455	-2.15928	65
77	4	4	2	0.0069298	0.0832454202944522	0.0832454	-2.15928	72
78	-1	6	2	0.0069296	0.0832442190185	0.0832442	-2.15929	90
79	3	6	2	0.00692946	0.0832433781150189	0.0832434	-2.1593	12
80	6	6	2	0.00692864	0.0832384526526052	0.0832385	-2.15935	23
81	8	6	2	0.00692822	0.0832359297419089	0.0832359	-2.15938	48
82	2	4	2	0.00692794	0.0832342477589604	0.0832342	-2.1594	73
83	-1	6	2	0.00692756	0.083231965013449	0.083232	-2.15942	30
84	4	6	2	0.00692726	0.0832301628017151	0.0832302	-2.15944	69
85	8	6	2	0.00692718	0.0832296822053286	0.0832297	-2.15944	66
86	3	6	2	0.00692714	0.0832294419060947	0.0832294	-2.15945	15
87	7	6	2	0.0069271	0.083229201606167	0.0832292	-2.15945	20
88	6	6	2	0.00692618	0.0832236745163298	0.0832237	-2.15951	58
